pod_name,task_size_range,task_size,recommended_cpu_frequency,current_cpu_frequency,execution_time
pod1,"[131413, 688585]",557173,1800000,1800000,10.608034
pod1,"[131413, 688585]",557173,1800000,1800000,10.533769
pod1,"[131413, 688585]",557173,1800000,1800000,10.621526
pod1,"[131413, 688585]",557173,1800000,1800000,10.660851
pod1,"[131413, 688585]",557173,1800000,1800000,10.449659
pod1,"[131413, 688585]",557173,1800000,1800000,10.5455
pod1,"[131413, 688585]",557173,1800000,1800000,10.547597
pod1,"[131413, 688585]",557173,1800000,1800000,10.537174
pod1,"[131413, 688585]",557173,1800000,1800000,10.557245
pod1,"[1, 100]",100,700000,700000,0.0132
pod1,"[1, 100]",100,700000,700000,0.012954
pod1,"[1, 100]",100,700000,700000,0.013257
pod1,"[1, 100]",100,700000,700000,0.01335
pod1,"[1, 100]",100,700000,700000,0.013583
pod1,"[1, 100]",100,700000,700000,0.013252
pod1,"[1, 100]",100,700000,700000,0.013088
pod1,"[1, 100]",100,700000,700000,0.012757
pod1,"[1, 100]",100,700000,700000,0.013442
pod1,"[1, 100]",100,700000,700000,0.0131
pod1,"[1, 100]",100,700000,700000,0.013236
pod1,"[1, 100]",100,700000,700000,0.013026
pod1,"[1, 100]",100,700000,700000,0.013189
pod1,"[1, 100]",100,700000,700000,0.013962
pod1,"[1, 100]",100,700000,700000,0.013428
pod1,"[1, 100]",100,700000,700000,0.012844
pod1,"[1, 100]",100,700000,700000,0.012683
pod1,"[1, 100]",100,700000,700000,0.013302
pod1,"[1, 100]",100,700000,700000,0.012892
pod1,"[1, 100]",100,700000,700000,0.014142
pod1,"[1, 100]",100,700000,700000,0.013074
pod1,"[1, 100]",100,700000,700000,0.013196
pod1,"[1, 100]",100,700000,700000,0.013533
pod1,"[1, 100]",100,700000,700000,0.014307
pod1,"[1, 100]",100,700000,700000,0.013021
pod1,"[1, 100]",100,700000,700000,0.013228
pod1,"[1, 100]",100,700000,700000,0.013629
pod1,"[1, 100]",100,700000,700000,0.015783
pod1,"[1, 100]",100,700000,700000,0.013174
pod1,"[1, 100]",100,700000,700000,0.013228
pod1,"[1, 100]",100,700000,700000,0.013136
pod1,"[1, 100]",100,700000,700000,0.013059
pod1,"[1, 100]",100,700000,700000,0.013457
pod1,"[1, 100]",100,700000,700000,0.013108
pod1,"[1, 100]",100,700000,700000,0.013125
pod1,"[1, 100]",100,700000,700000,0.015595
pod1,"[1, 100]",100,700000,700000,0.013168
pod1,"[1, 100]",100,700000,700000,0.0131
pod1,"[1, 1000]",1000,700000,700000,0.058258
pod1,"[1, 1000]",1000,700000,700000,0.056987
pod1,"[1, 1000]",1000,700000,700000,0.059184
pod1,"[1, 1000]",1000,700000,700000,0.057546
pod1,"[1, 1000]",1000,700000,700000,0.056875
pod1,"[1, 1000]",1000,700000,700000,0.056663
pod1,"[1, 1000]",1000,700000,700000,0.059346
pod1,"[1, 1000]",1000,700000,700000,0.058814
pod1,"[1, 1000]",1000,700000,700000,0.059675
pod1,"[1, 1000]",1000,700000,700000,0.059884
pod1,"[1, 1000]",1000,700000,700000,0.056996
pod1,"[1, 1000]",1000,700000,700000,0.058387
pod1,"[1, 1000]",1000,700000,700000,0.05606
pod1,"[1, 1000]",1000,700000,700000,0.05957
pod1,"[1, 1000]",1000,700000,700000,0.060511
pod1,"[1, 1000]",1000,700000,700000,0.058691
pod1,"[1, 1000]",1000,700000,700000,0.056709
pod1,"[1, 1000]",1000,700000,700000,0.059409
pod1,"[1, 1000]",1000,700000,700000,0.062356
pod1,"[1, 1000]",1000,700000,700000,0.058695
pod1,"[1, 1000]",1000,700000,700000,0.059316
pod1,"[1, 1000]",1000,700000,700000,0.057805
pod1,"[1, 1000]",1000,700000,700000,0.059116
pod1,"[1, 1000]",1000,700000,700000,0.057675
pod1,"[1, 1000]",1000,700000,700000,0.057519
pod1,"[1, 1000]",1000,700000,700000,0.059832
pod1,"[1, 1000]",1000,700000,700000,0.060807
pod1,"[1, 1000]",1000,700000,700000,0.057691
pod1,"[1, 1000]",1000,700000,700000,0.057967
pod1,"[1, 1000]",1000,700000,700000,0.057222
pod1,"[1, 1000]",1000,700000,700000,0.05687
pod1,"[1, 1000]",1000,700000,700000,0.055869
pod1,"[1, 1000]",1000,700000,700000,0.057869
pod1,"[1, 1000]",1000,700000,700000,0.056882
pod1,"[1, 1000]",1000,700000,700000,0.057303
pod1,"[1, 1000]",1000,700000,700000,0.057012
pod1,"[1, 1000]",1000,700000,700000,0.056519
